Factor 1,Factor 2,Cluster 1,Cluster 2,Distance
Inventarios,Indicadores,0,3,2.08719682161668
Inventarios,Inversión,0,3,5.569257786128694
Inventarios,Satisfacción,0,3,3.8374700941158726
Inventarios,Tecnologías avanzadas,0,3,2.6192423160597795
Liderazgo,Acuerdos,0,3,2.6930522591099764
Liderazgo,Eficiencia,0,3,6.287150773923111
Liderazgo,Experiencia acumulada,0,3,6.633252761423125
Liderazgo,Experiencia del cliente,0,3,6.3339008297346755
Liderazgo,Experiencia fluída,0,3,4.293289549794066
Liderazgo,Indicadores,0,3,2.9952253113312066
Liderazgo,Inversión,0,3,13.067840806936035
Liderazgo,Satisfacción,0,3,3.4884344792119655
Liderazgo,Tecnologías avanzadas,0,3,3.3320049740170252
Marca,Acuerdos,0,3,3.644761431776007
Marca,Eficiencia,0,3,6.477432786109016
Marca,Experiencia acumulada,0,3,3.80194251888729
Marca,Experiencia del cliente,0,3,3.2135859100454316
Marca,Experiencia fluída,0,3,2.6183174451212445
Marca,Indicadores,0,3,3.473161181700025
Marca,Inversión,0,3,12.323132244461368
Marca,Satisfacción,0,3,2.9840240722415516
Marca,Tecnologías avanzadas,0,3,4.38820790240766
Mejorar eficiencia,Acuerdos,0,3,3.103728307072947
Mejorar eficiencia,Eficiencia,0,3,1.4549603351623348
Mejorar eficiencia,Experiencia acumulada,0,3,2.0609547991393455
Mejorar eficiencia,Experiencia del cliente,0,3,2.5514361881216767
Mejorar eficiencia,Experiencia fluída,0,3,2.1966365803605226
Mejorar eficiencia,Indicadores,0,3,2.8107544073261526
Mejorar eficiencia,Inversión,0,3,5.833824103786065
Mejorar eficiencia,Satisfacción,0,3,5.0749184841218495
Mejorar eficiencia,Tecnologías avanzadas,0,3,2.126801161318506
Optimización,Acuerdos,0,3,3.6966919006552494
Optimización,Eficiencia,0,3,3.2325058721701674
Optimización,Experiencia acumulada,0,3,3.4334649597905202
Optimización,Experiencia del cliente,0,3,2.850627544274165
Optimización,Experiencia fluída,0,3,3.300070057187244
Optimización,Indicadores,0,3,3.9003674536178052
Optimización,Inversión,0,3,4.5438724516827325
Optimización,Satisfacción,0,3,5.822752615464021
Optimización,Tecnologías avanzadas,0,3,3.085785643184805
Partes interesadas,Acuerdos,0,3,2.7023150300492027
Partes interesadas,Eficiencia,0,3,3.00427508344374
Partes interesadas,Experiencia acumulada,0,3,2.9481568388777455
Partes interesadas,Experiencia del cliente,0,3,3.2052766546399343
Partes interesadas,Experiencia fluída,0,3,2.878008169686671
Partes interesadas,Indicadores,0,3,2.7362416298368544
Partes interesadas,Inversión,0,3,6.1418927077676395
Partes interesadas,Satisfacción,0,3,3.7893844940660135
Partes interesadas,Tecnologías avanzadas,0,3,2.3711049562495567
Personalización,Acuerdos,0,3,3.505937656014226
Personalización,Eficiencia,0,3,2.9013078921899518
Personalización,Experiencia acumulada,0,3,2.679114619060443
Personalización,Experiencia del cliente,0,3,2.524067806860452
Personalización,Experiencia fluída,0,3,2.685445738071398
Personalización,Indicadores,0,3,2.695829285208683
Personalización,Inversión,0,3,10.768689518328364
Personalización,Satisfacción,0,3,7.647712702965516
Personalización,Tecnologías avanzadas,0,3,2.8400377157008645
Retención,Acuerdos,0,3,2.6522143616187663
Retención,Eficiencia,0,3,2.229929701689147
Retención,Experiencia acumulada,0,3,2.5431071281080295
Retención,Experiencia del cliente,0,3,2.180298474139916
Retención,Experiencia fluída,0,3,2.557621747334952
Retención,Indicadores,0,3,3.018600282897181
Retención,Inversión,0,3,4.048726422494724
Retención,Satisfacción,0,3,4.68037748929387
Retención,Tecnologías avanzadas,0,3,1.9642574675618103
Valores organizacionales,Acuerdos,0,3,5.045828739526751
Valores organizacionales,Eficiencia,0,3,4.912452723783099
Valores organizacionales,Experiencia acumulada,0,3,3.9916959949877073
Valores organizacionales,Experiencia del cliente,0,3,2.8473950037329345
Valores organizacionales,Experiencia fluída,0,3,3.5569441865659908
Valores organizacionales,Indicadores,0,3,3.0025061919183944
Valores organizacionales,Inversión,0,3,49.216216979732664
Valores organizacionales,Satisfacción,0,3,33.18135278318053
Valores organizacionales,Tecnologías avanzadas,0,3,3.7240889528439096
Cambio,Casos de negocio,1,2,3.871699018454608
Cambio,Costos,1,2,5.070724179023134
Cambio,Costos operativos,1,2,8.411893690891306
Cambio,Datos,1,2,3.3933901171924243
Cambio,Gobierno de datos,1,2,3.291576720218316
Cambio,Ingresos,1,2,3.8812572805109222
Cambio,Recursos,1,2,6.1528374671376955
Cambio,Rediseño,1,2,3.9745738561275803
Cambio,Reducción de costos,1,2,4.612778040962391
Cambio,Satisfacción del cliente,1,2,3.8490472934365463
Cambio,Soporte técnico,1,2,3.4283508778618113
Cambio,Ventas,1,2,2.65316228289969
Confianza,Casos de negocio,1,2,2.5851242643382624
Confianza,Costos,1,2,5.1923457761669045
Confianza,Costos operativos,1,2,4.615609289042931
Confianza,Datos,1,2,4.594813282870031
Confianza,Gobierno de datos,1,2,3.7309242506718463
Confianza,Ingresos,1,2,2.7272438432811144
Confianza,Recursos,1,2,5.781176235804466
Confianza,Rediseño,1,2,3.212285114588795
Confianza,Reducción de costos,1,2,3.4762605989882065
Confianza,Satisfacción del cliente,1,2,3.6567272189002478
Confianza,Soporte técnico,1,2,3.046418770228982
Confianza,Ventas,1,2,3.8418682421297503
Documentación,Casos de negocio,1,2,2.3113376427453236
Documentación,Costos,1,2,5.401363142016151
Documentación,Costos operativos,1,2,3.491347776852881
Documentación,Datos,1,2,3.9509450660598016
Documentación,Gobierno de datos,1,2,2.4367418169214465
Documentación,Ingresos,1,2,3.4279253332046262
Documentación,Recursos,1,2,5.438639904932574
Documentación,Rediseño,1,2,6.283990892234961
Documentación,Reducción de costos,1,2,2.8509983854225944
Documentación,Satisfacción del cliente,1,2,2.7224827910501537
Documentación,Soporte técnico,1,2,2.3088689428266327
Documentación,Ventas,1,2,4.673734537299813
Habilidades,Casos de negocio,1,2,2.5754259857597486
Habilidades,Costos,1,2,5.817043623697076
Habilidades,Costos operativos,1,2,4.221697014968913
Habilidades,Datos,1,2,5.3331865640390905
Habilidades,Gobierno de datos,1,2,2.9348169811445346
Habilidades,Ingresos,1,2,3.3976649479691785
Habilidades,Recursos,1,2,5.785146151304249
Habilidades,Rediseño,1,2,4.275069606683336
Habilidades,Reducción de costos,1,2,3.3724535699140987
Habilidades,Satisfacción del cliente,1,2,2.9420560588187614
Habilidades,Soporte técnico,1,2,2.686266093890265
Habilidades,Ventas,1,2,3.947380938405344
Incertidumbre,Casos de negocio,1,2,5.012099709909693
Incertidumbre,Costos,1,2,11.331690011647844
Incertidumbre,Costos operativos,1,2,6.943191776928024
Incertidumbre,Datos,1,2,8.834820572303773
Incertidumbre,Gobierno de datos,1,2,7.397729533238036
Incertidumbre,Ingresos,1,2,3.8066317844694217
Incertidumbre,Recursos,1,2,4.3116569093870805
Incertidumbre,Rediseño,1,2,7.828506850100063
Incertidumbre,Reducción de costos,1,2,6.050248768078597
Incertidumbre,Satisfacción del cliente,1,2,3.399611016507491
Incertidumbre,Soporte técnico,1,2,3.5217001528699603
Incertidumbre,Ventas,1,2,5.265992661733907
Lealtad,Casos de negocio,1,2,10.923622902555167
Lealtad,Costos,1,2,4.1036937758045395
Lealtad,Costos operativos,1,2,5.433639477259974
Lealtad,Datos,1,2,4.255012063810203
Lealtad,Gobierno de datos,1,2,6.339153458036737
Lealtad,Ingresos,1,2,5.47910829704109
Lealtad,Recursos,1,2,4.671636727548371
Lealtad,Rediseño,1,2,5.7883534854859935
Lealtad,Reducción de costos,1,2,4.873786000829518
Lealtad,Satisfacción del cliente,1,2,5.091902993341369
Lealtad,Soporte técnico,1,2,9.926210536116617
Lealtad,Ventas,1,2,4.072808124633142
Planificación,Casos de negocio,1,2,2.2848709985825346
Planificación,Costos,1,2,3.16257784883036
Planificación,Costos operativos,1,2,2.4632847409363436
Planificación,Datos,1,2,4.016368307399977
Planificación,Gobierno de datos,1,2,2.3151154582805775
Planificación,Ingresos,1,2,2.7291492654972354
Planificación,Recursos,1,2,5.56874729915756
Planificación,Rediseño,1,2,4.284971332899037
Planificación,Reducción de costos,1,2,2.4998443846870533
Planificación,Satisfacción del cliente,1,2,3.065186055107693
Planificación,Soporte técnico,1,2,2.0038946092509713
Planificación,Ventas,1,2,4.065570827285119
Posicionamiento,Casos de negocio,1,2,2.8675315141713407
Posicionamiento,Costos,1,2,2.898100133069166
Posicionamiento,Costos operativos,1,2,2.4663171369136005
Posicionamiento,Datos,1,2,3.481265049943969
Posicionamiento,Gobierno de datos,1,2,2.6186738470005237
Posicionamiento,Ingresos,1,2,2.5498447476028527
Posicionamiento,Recursos,1,2,5.729712063633724
Posicionamiento,Rediseño,1,2,3.1381348595882352
Posicionamiento,Reducción de costos,1,2,2.6257737761452233
Posicionamiento,Satisfacción del cliente,1,2,3.106771600155761
Posicionamiento,Soporte técnico,1,2,2.348500741785702
Posicionamiento,Ventas,1,2,4.6600665522744595
Procesos,Casos de negocio,1,2,2.5880345844237587
Procesos,Costos,1,2,1.7945151004856674
Procesos,Costos operativos,1,2,2.014005555755166
Procesos,Datos,1,2,2.222948088871508
Procesos,Gobierno de datos,1,2,2.5886017548545475
Procesos,Ingresos,1,2,2.016434871764925
Procesos,Recursos,1,2,2.8430063734801183
Procesos,Rediseño,1,2,3.1641876732867376
Procesos,Reducción de costos,1,2,2.3850376096580668
Procesos,Satisfacción del cliente,1,2,3.1572933887728794
Procesos,Soporte técnico,1,2,2.7019039614721465
Procesos,Ventas,1,2,3.438592548308615
Protección de la privacidad,Casos de negocio,1,2,2.7964432597467934
Protección de la privacidad,Costos,1,2,5.128426308026926
Protección de la privacidad,Costos operativos,1,2,3.0112841247750874
Protección de la privacidad,Datos,1,2,9.341940623746428
Protección de la privacidad,Gobierno de datos,1,2,3.2336353958386868
Protección de la privacidad,Ingresos,1,2,6.173967589139744
Protección de la privacidad,Recursos,1,2,20.58569895436795
Protección de la privacidad,Rediseño,1,2,17.286366483035323
Protección de la privacidad,Reducción de costos,1,2,3.180827802165361
Protección de la privacidad,Satisfacción del cliente,1,2,3.416074413305446
Protección de la privacidad,Soporte técnico,1,2,2.5149709935820455
Protección de la privacidad,Ventas,1,2,6.148345938159813
Cambio,Acuerdos,1,3,2.6077324691794708
Cambio,Eficiencia,1,3,4.24186647554513
Cambio,Experiencia acumulada,1,3,3.6114976216121266
Cambio,Experiencia del cliente,1,3,4.370265118200157
Cambio,Experiencia fluída,1,3,4.388194230428555
Cambio,Indicadores,1,3,5.326216939372524
Cambio,Inversión,1,3,6.5565816605854375
Cambio,Satisfacción,1,3,3.312025966283576
Cambio,Tecnologías avanzadas,1,3,5.365870829323239
Confianza,Acuerdos,1,3,3.2066256581999992
Confianza,Eficiencia,1,3,2.4740719119184877
Confianza,Experiencia acumulada,1,3,2.990238188020914
Confianza,Experiencia del cliente,1,3,3.352264914209842
Confianza,Experiencia fluída,1,3,2.8376911330409773
Confianza,Indicadores,1,3,3.2486673235688577
Confianza,Inversión,1,3,4.310712167153209
Confianza,Satisfacción,1,3,3.0761446703455713
Confianza,Tecnologías avanzadas,1,3,2.155781422044831
Documentación,Acuerdos,1,3,2.9641987044673144
Documentación,Eficiencia,1,3,2.580812331327784
Documentación,Experiencia acumulada,1,3,2.4602595504938507
Documentación,Experiencia del cliente,1,3,2.2174400909221395
Documentación,Experiencia fluída,1,3,2.538381405665764
Documentación,Indicadores,1,3,2.6529093156539214
Documentación,Inversión,1,3,4.804502164452248
Documentación,Satisfacción,1,3,5.4796730432525935
Documentación,Tecnologías avanzadas,1,3,2.3233871453030055
Habilidades,Acuerdos,1,3,2.903234272657363
Habilidades,Eficiencia,1,3,2.77167908291126
Habilidades,Experiencia acumulada,1,3,2.472834063190307
Habilidades,Experiencia del cliente,1,3,2.7790379170821793
Habilidades,Experiencia fluída,1,3,2.6735315828296176
Habilidades,Indicadores,1,3,2.7508791465892606
Habilidades,Inversión,1,3,8.65083595406804
Habilidades,Satisfacción,1,3,3.682556283269595
Habilidades,Tecnologías avanzadas,1,3,2.217166393060943
Incertidumbre,Acuerdos,1,3,2.8744022464948245
Incertidumbre,Eficiencia,1,3,2.8848418724412355
Incertidumbre,Experiencia acumulada,1,3,3.5330770203724287
Incertidumbre,Experiencia del cliente,1,3,3.6585081203880394
Incertidumbre,Experiencia fluída,1,3,5.622386679531437
Incertidumbre,Indicadores,1,3,3.0221207756720245
Incertidumbre,Inversión,1,3,4.539061071614219
Incertidumbre,Satisfacción,1,3,4.27431328775861
Incertidumbre,Tecnologías avanzadas,1,3,3.642786199595906
Lealtad,Acuerdos,1,3,3.127158130004469
Lealtad,Eficiencia,1,3,5.548174018256155
Lealtad,Experiencia acumulada,1,3,3.775262546858559
Lealtad,Experiencia del cliente,1,3,3.811814237941907
Lealtad,Experiencia fluída,1,3,3.981015651044551
Lealtad,Indicadores,1,3,3.156975226268307
Lealtad,Inversión,1,3,5.790508661442856
Lealtad,Satisfacción,1,3,8.233151657864466
Lealtad,Tecnologías avanzadas,1,3,8.262240199020841
Planificación,Acuerdos,1,3,2.77179286103683
Planificación,Eficiencia,1,3,2.1375486933592347
Planificación,Experiencia acumulada,1,3,2.581476696571009
Planificación,Experiencia del cliente,1,3,2.5111329825213593
Planificación,Experiencia fluída,1,3,2.6123542884290445
Planificación,Indicadores,1,3,2.5226734102099555
Planificación,Inversión,1,3,10.936559968493958
Planificación,Satisfacción,1,3,4.484371092291003
Planificación,Tecnologías avanzadas,1,3,2.205634624493462
Posicionamiento,Acuerdos,1,3,3.3694663675029792
Posicionamiento,Eficiencia,1,3,2.458891634924425
Posicionamiento,Experiencia acumulada,1,3,2.2738731497579447
Posicionamiento,Experiencia del cliente,1,3,2.5698451796771504
Posicionamiento,Experiencia fluída,1,3,2.052765811464586
Posicionamiento,Indicadores,1,3,2.8838810486737403
Posicionamiento,Inversión,1,3,7.962412951915705
Posicionamiento,Satisfacción,1,3,4.182037746403573
Posicionamiento,Tecnologías avanzadas,1,3,2.241868261812729
Procesos,Acuerdos,1,3,2.851863894111206
Procesos,Eficiencia,1,3,2.886390237073662
Procesos,Experiencia acumulada,1,3,2.8337551472328495
Procesos,Experiencia del cliente,1,3,2.9835374371294074
Procesos,Experiencia fluída,1,3,2.5536804702714946
Procesos,Indicadores,1,3,3.061762172724414
Procesos,Inversión,1,3,8.903740010649228
Procesos,Satisfacción,1,3,3.1748587759319293
Procesos,Tecnologías avanzadas,1,3,3.271159174180165
Protección de la privacidad,Acuerdos,1,3,5.695498704985982
Protección de la privacidad,Eficiencia,1,3,3.3857907436408583
Protección de la privacidad,Experiencia acumulada,1,3,2.511432795515023
Protección de la privacidad,Experiencia del cliente,1,3,2.250122744195696
Protección de la privacidad,Experiencia fluída,1,3,2.7688375091094755
Protección de la privacidad,Indicadores,1,3,5.050218106294466
Protección de la privacidad,Inversión,1,3,20.323571583175738
Protección de la privacidad,Satisfacción,1,3,17.092623972117966
Protección de la privacidad,Tecnologías avanzadas,1,3,3.28546088280991
Casos de negocio,Acuerdos,2,3,3.2213296347315
Casos de negocio,Eficiencia,2,3,3.2557774584945354
Casos de negocio,Experiencia acumulada,2,3,3.1010107744619355
Casos de negocio,Experiencia del cliente,2,3,2.1591323742467328
Casos de negocio,Experiencia fluída,2,3,2.7546295543874337
Casos de negocio,Indicadores,2,3,3.6637399002598108
Casos de negocio,Inversión,2,3,8.382267614622899
Casos de negocio,Satisfacción,2,3,3.4162243737906994
Casos de negocio,Tecnologías avanzadas,2,3,2.676671851915378
Costos,Acuerdos,2,3,3.8669591273634416
Costos,Eficiencia,2,3,5.03552106917406
Costos,Experiencia acumulada,2,3,7.230430568525141
Costos,Experiencia del cliente,2,3,4.817497304369383
Costos,Experiencia fluída,2,3,4.042640151259424
Costos,Indicadores,2,3,3.7906772841010272
Costos,Inversión,2,3,18.672661337862575
Costos,Satisfacción,2,3,3.2673235947486265
Costos,Tecnologías avanzadas,2,3,4.113280061969032
Costos operativos,Acuerdos,2,3,3.9184728802100115
Costos operativos,Eficiencia,2,3,3.732213669232564
Costos operativos,Experiencia acumulada,2,3,3.8898480605898293
Costos operativos,Experiencia del cliente,2,3,3.0682439117679827
Costos operativos,Experiencia fluída,2,3,3.354896370606008
Costos operativos,Indicadores,2,3,3.7751211662889532
Costos operativos,Inversión,2,3,9.451524712878038
Costos operativos,Satisfacción,2,3,4.174230197858929
Costos operativos,Tecnologías avanzadas,2,3,2.8124407981211994
Datos,Acuerdos,2,3,3.497332584437849
Datos,Eficiencia,2,3,4.563150026425202
Datos,Experiencia acumulada,2,3,7.185523240101888
Datos,Experiencia del cliente,2,3,5.026249588475815
Datos,Experiencia fluída,2,3,5.101074995443465
Datos,Indicadores,2,3,3.420627402584551
Datos,Inversión,2,3,6.45634894758284
Datos,Satisfacción,2,3,2.6643185139497056
Datos,Tecnologías avanzadas,2,3,4.094740334703256
Gobierno de datos,Acuerdos,2,3,3.112471814622424
Gobierno de datos,Eficiencia,2,3,3.0495467794071915
Gobierno de datos,Experiencia acumulada,2,3,4.218753328860049
Gobierno de datos,Experiencia del cliente,2,3,2.4976836481846734
Gobierno de datos,Experiencia fluída,2,3,2.9620623204879153
Gobierno de datos,Indicadores,2,3,3.8709941645924264
Gobierno de datos,Inversión,2,3,9.887929612496192
Gobierno de datos,Satisfacción,2,3,3.0310121034375315
Gobierno de datos,Tecnologías avanzadas,2,3,2.730618255936098
Ingresos,Acuerdos,2,3,2.9221955214723656
Ingresos,Eficiencia,2,3,3.0694720986827915
Ingresos,Experiencia acumulada,2,3,3.4190017793510963
Ingresos,Experiencia del cliente,2,3,2.9348257665845607
Ingresos,Experiencia fluída,2,3,2.568413877294284
Ingresos,Indicadores,2,3,2.376937055141374
Ingresos,Inversión,2,3,8.485372829462843
Ingresos,Satisfacción,2,3,2.660202445662439
Ingresos,Tecnologías avanzadas,2,3,2.664003089817344
Recursos,Acuerdos,2,3,3.2333963802515533
Recursos,Eficiencia,2,3,8.621523861929537
Recursos,Experiencia acumulada,2,3,6.2848854350231145
Recursos,Experiencia del cliente,2,3,7.621188519776945
Recursos,Experiencia fluída,2,3,9.684307083954419
Recursos,Indicadores,2,3,4.514144032071369
Recursos,Inversión,2,3,3.579456269138458
Recursos,Satisfacción,2,3,4.807334762169371
Recursos,Tecnologías avanzadas,2,3,4.133514502518302
Rediseño,Acuerdos,2,3,3.334288051145311
Rediseño,Eficiencia,2,3,3.8984454948589256
Rediseño,Experiencia acumulada,2,3,4.802127842055326
Rediseño,Experiencia del cliente,2,3,5.101772973245435
Rediseño,Experiencia fluída,2,3,3.2321550296695674
Rediseño,Indicadores,2,3,4.4157727339545945
Rediseño,Inversión,2,3,5.397120388005461
Rediseño,Satisfacción,2,3,2.90920998570036
Rediseño,Tecnologías avanzadas,2,3,5.186680024788181
Reducción de costos,Acuerdos,2,3,3.143039672641103
Reducción de costos,Eficiencia,2,3,4.130190032934548
Reducción de costos,Experiencia acumulada,2,3,3.409600644387245
Reducción de costos,Experiencia del cliente,2,3,2.2399540970686798
Reducción de costos,Experiencia fluída,2,3,2.959970980444508
Reducción de costos,Indicadores,2,3,3.191386116966152
Reducción de costos,Inversión,2,3,7.683224348076494
Reducción de costos,Satisfacción,2,3,2.855967585681812
Reducción de costos,Tecnologías avanzadas,2,3,3.4147599927402204
Satisfacción del cliente,Acuerdos,2,3,3.528872511469982
Satisfacción del cliente,Eficiencia,2,3,4.02460320430858
Satisfacción del cliente,Experiencia acumulada,2,3,2.7243294607898156
Satisfacción del cliente,Experiencia del cliente,2,3,1.428311190272561
Satisfacción del cliente,Experiencia fluída,2,3,2.9529044517190233
Satisfacción del cliente,Indicadores,2,3,3.043255124111248
Satisfacción del cliente,Inversión,2,3,14.104469833430443
Satisfacción del cliente,Satisfacción,2,3,1.5429795249394405
Satisfacción del cliente,Tecnologías avanzadas,2,3,2.996980242707448
Soporte técnico,Acuerdos,2,3,3.5769283542681416
Soporte técnico,Eficiencia,2,3,2.419538079694407
Soporte técnico,Experiencia acumulada,2,3,2.9186025392484183
Soporte técnico,Experiencia del cliente,2,3,2.1135803412679817
Soporte técnico,Experiencia fluída,2,3,2.5295974282291236
Soporte técnico,Indicadores,2,3,3.6870376109176135
Soporte técnico,Inversión,2,3,26.121964497115616
Soporte técnico,Satisfacción,2,3,3.596283384972966
Soporte técnico,Tecnologías avanzadas,2,3,1.9172073191306618
Ventas,Acuerdos,2,3,2.9737040701741826
Ventas,Eficiencia,2,3,4.149581800996514
Ventas,Experiencia acumulada,2,3,4.0900486376313845
Ventas,Experiencia del cliente,2,3,6.356167866393351
Ventas,Experiencia fluída,2,3,2.595101719553326
Ventas,Indicadores,2,3,3.0059325686361116
Ventas,Inversión,2,3,3.7925649040594855
Ventas,Satisfacción,2,3,3.080432684967969
Ventas,Tecnologías avanzadas,2,3,2.982279474300475
